Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,BE,NO,,,43,feathers,,S,W
2016,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,BE,NO,,,43,specimens,,S,W
2016,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,IS,,700,,specimens,,S,W
2016,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,BR,FR,,,4,feathers,,S,U
2016,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,BR,FR,,,2,feathers,,S,W
2016,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,KP,CN,,,1,bodies,,E,U
2016,I,Alligator sinensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KP,CN,,,1,bodies,,E,U
2016,I,Oreonax flavicauda,Mammalia,Primates,Atelidae,Oreonax,DE,PE,,,20,hair,,S,W
2016,I,Oreonax flavicauda,Mammalia,Primates,Atelidae,Oreonax,DE,PE,,70,50,specimens,,S,W
2016,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,AT,CH,XX,1,,carvings,,S,W
2016,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,GL,,710,700,specimens,g,S,W
2016,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,,3,baleen,,P,W
2016,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,DK,GL,,1,2,baleen,,P,W
2016,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,NL,NO,GL,,1438,specimens,,S,W
2016,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,NO,GL,,500,500,specimens,g,S,W
2016,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,RU,US,RU,,20,specimens,,S,W
2016,I,Balaena mysticetus,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,US,1,,baleen,,P,W
2016,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,GB,US,BR,,60,specimens,,S,W
2016,I,Eubalaena glacialis,Mammalia,Cetacea,Balaenidae,Eubalaena,CA,US,,,25,skin pieces,,S,W
2016,I,Balaenoptera spp.,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,CV,,,1,baleen,,S,U
2016,I,Balaenoptera spp.,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,CV,,,10,specimens,g,S,U
2016,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,FO,NO,,,864,meat,kg,T,W
2016,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,IS,NO,,,20,specimens,,S,W
2016,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,JP,NO,,,199000,meat,kg,T,W
2016,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,KR,CN,,,26,specimens,,E,W
2016,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,CA,,,77,specimens,,S,W
2016,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AU,ES,1,,specimens,,S,W
2016,I,Balaenoptera acutorostrata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,NO,,1,,meat,,P,W
2016,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AQ,,5,,skins,g,S,W
2016,I,Balaenoptera bonaerensis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,CA,US,1,,baleen,,P,W
2016,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DE,CL,,63,,specimens,,S,W
2016,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,AU,FK,2,,specimens,,S,W
2016,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,,0.2,specimens,g,S,W
2016,I,Balaenoptera borealis,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,1,,specimens,,S,W
2016,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,,24.2,specimens,g,S,W
2016,I,Balaenoptera edeni,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,91,,specimens,,S,W
2016,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,10,,skin pieces,,S,W
2016,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,CA,,,30,specimens,,S,W
2016,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,NO,,,5,specimens,,S,W
2016,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,,0.4,specimens,g,S,W
2016,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,1,,specimens,,S,W
2016,I,Balaenoptera musculus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,NZ,,12,,specimens,,S,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,CA,US,,,4,specimens,,S,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,DK,GL,,,1,jewellery,,P,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,GL,,,10,baleen,,S,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,GL,,,10,specimens,,S,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,ES,IS,,100,,skin pieces,,S,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,CA,,,65,specimens,,S,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,NL,NO,,,2,specimens,,S,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,GB,,8,,specimens,,S,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,,0.1,specimens,g,S,W
2016,I,Balaenoptera physalus,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,US,JP,,1,,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,CA,US,,,11,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DE,VC,,1,,bones,,P,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,2,3,baleen,,P,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,,1,jewellery,,P,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,DK,GL,,18,83,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,ES,IS,,10,,skin pieces,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,FR,MG,,,98,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,FR,TN,XX,1,,specimens,,E,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,NL,CA,,,51,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,NL,NO,,,168,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,SE,GL,,,1,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,AQ,,144,,skins,g,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,AQ,,40,,specimens,g,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,AU,,158,,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,CA,,16,,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,GB,US,26,,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,NZ,,47,,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,US,OM,,49,49,specimens,,S,W
2016,I,Megaptera novaeangliae,Mammalia,Cetacea,Balaenopteridae,Megaptera,ZA,NA,,,1,skeletons,,E,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,AT,TJ,,1,,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,CA,PK,,1,,skins,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,CA,PK,,1,,skulls,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,CA,PK,,,1,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,DE,PK,,1,1,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,DE,TJ,,1,,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,ES,PK,,,1,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,MX,PK,,,1,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,NO,DK,PK,,1,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,NO,DK,XX,1,,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,PH,DE,TJ,,1,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,PH,DE,TJ,1,,trophies,,P,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,US,CA,PK,,1,bodies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,US,CA,PK,1,,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,US,PK,,2,2,trophies,,H,W
2016,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,US,TJ,,3,,trophies,,H,W
2016,I,Hippotragus niger variani,Mammalia,Artiodactyla,Bovidae,Hippotragus,PT,US,AO,,4,specimens,,S,W
2016,I,Naemorhedus goral,Mammalia,Artiodactyla,Bovidae,Naemorhedus,KP,CN,,,1,bodies,,E,U
2016,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AR,ZA,,1,,trophies,,H,W
2016,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,ZA,,1,,bodies,,H,W
2016,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,ZA,,2,,trophies,,H,W
2016,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DK,XX,ZA,1,,trophies,,H,W
2016,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DK,ZA,,1,,skins,,H,W
2016,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DK,ZA,,2,,trophies,,H,W
2016,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,FR,FR,NA,1,1,trophies,,P,W
2016,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PK,ZA,,2,,trophies,,H,W
2016,I,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,DK,NO,TJ,1,,trophies,,H,W
2016,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,KP,CN,,,1,bodies,,E,U
2016,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,KG,KZ,XX,,1,live,,Q,W
2016,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,US,CA,AR,1,,live,,P,W
2016,I,Probosciger aterrimus,Aves,Psittaciformes,Cacatuidae,Probosciger,ZA,PL,XX,,1,live,,Z,U
2016,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,CA,IT,PE,,1,garments,,T,W
2016,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,CH,IT,PE,,2,garments,,T,W
2016,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,CN,IT,PE,,6,garments,,T,W
2016,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,FR,CH,BO,1,,garments,,T,W
2016,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,FR,CH,CL,1,,garments,,T,W
2016,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,FR,CH,PE,1,,garments,,T,W
2016,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,TR,IT,PE,3,3,cloth,,T,W
2016,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,US,IT,PE,,198.1,cloth,m2,T,W
2016,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,BE,CA,,1,,trophies,,H,W
2016,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,DK,GL,,2,,specimens,,S,W
2016,I,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,,,1,skins,,H,W
2016,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,US,AR,,,525,specimens,,S,W
2016,I,Saguinus leucopus,Mammalia,Primates,Cebidae,Saguinus,US,CO,,,26,specimens,,S,W
2016,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,KP,CN,XX,,1,bodies,,E,U
2016,I,Piliocolobus kirkii,Mammalia,Primates,Cercopithecidae,Piliocolobus,DE,TZ,,182,,specimens,,S,W
2016,I,Pygathrix cinerea,Mammalia,Primates,Cercopithecidae,Pygathrix,DE,VN,,91,91,specimens,,S,W
2016,I,Pygathrix nemaeus,Mammalia,Primates,Cercopithecidae,Pygathrix,DE,VN,,54,54,specimens,,S,W
2016,I,Axis porcinus,Mammalia,Artiodactyla,Cervidae,Axis,AR,ZA,,1,,trophies,,H,W
2016,I,Muntiacus crinifrons,Mammalia,Artiodactyla,Cervidae,Muntiacus,KP,CN,,,1,bodies,,E,U
2016,I,Cheirogaleus spp.,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,US,MG,,,24,specimens,g,S,W
2016,I,Cheirogaleus major,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,FR,US,XX,,1,specimens,,S,W
2016,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,58.9,58.9,specimens,g,S,W
2016,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,19.6,21,specimens,mg,S,W
2016,I,Microcebus spp.,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,,4,specimens,g,S,W
2016,I,Microcebus berthae,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,3,,specimens,mg,S,W
2016,I,Microcebus danfossi,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,,11.6,specimens,mg,S,W
2016,I,Microcebus griseorufus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,13.75,13.75,specimens,mg,S,W
2016,I,Microcebus lehilahytsara,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,,20,specimens,,S,W
2016,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,42.3,42.3,specimens,g,S,W
2016,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,39.4,32.8,specimens,mg,S,W
2016,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,34,,specimens,,S,W
2016,I,Microcebus ravelobensis,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,142.6,142.6,specimens,g,S,W
2016,I,Microcebus ravelobensis,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,20.4,20.4,specimens,mg,S,W
2016,I,Microcebus ravelobensis,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,40,40,specimens,,S,W
2016,I,Microcebus rufus,Mammalia,Primates,Cheirogaleidae,Microcebus,US,MG,,,84,specimens,,S,W
2016,I,Microcebus sambiranensis,Mammalia,Primates,Cheirogaleidae,Microcebus,DE,MG,,9.2,9.2,specimens,mg,S,W
2016,I,Microcebus tavaratra,Mammalia,Primates,Cheirogaleidae,Microcebus,US,PT,MG,,96,specimens,,S,W
2016,I,Mirza coquereli,Mammalia,Primates,Cheirogaleidae,Mirza,DE,MG,,3,3,specimens,mg,S,W
2016,I,Mirza coquereli,Mammalia,Primates,Cheirogaleidae,Mirza,DE,MG,,50,50,specimens,,S,W
2016,I,Pseudemydura umbrina,Reptilia,Testudines,Chelidae,Pseudemydura,AU,US,AU,,5,specimens,,S,W
2016,I,Pseudemydura umbrina,Reptilia,Testudines,Chelidae,Pseudemydura,US,AU,,2,,specimens,,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,DE,MG,,50,50,specimens,g,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,ES,GG,,,1,live,,N,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,ES,JE,XX,,1,live,,N,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,ES,JE,,1,,live,,N,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,FR,MC,,,3,specimens,,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,GR,LB,,1,,live,,M,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,GR,LB,,,1,live,,N,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,BM,,,2,live,,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,BM,,2,,specimens,,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,BR,,71,,specimens,,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,BS,,,200,specimens,,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,CA,,47,47,specimens,,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,KY,,150,200,specimens,,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,NI,,1,,specimens,,S,W
2016,I,Caretta caretta,Reptilia,Testudines,Cheloniidae,Caretta,US,PA,,1,,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,BB,FR,,,120,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,DE,MG,,50,50,specimens,g,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,DE,UY,,,100,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,PT,ST,,867,,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,RE,MG,,,2,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BM,,694,694,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,BS,,193,800,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CA,,1,1,live,,N,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CA,,4,4,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CR,,634,,eggshell,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,CR,,63,,extract,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,FJ,,115,,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,KY,,100,150,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,NI,,5,,specimens,,S,W
2016,I,Chelonia mydas,Reptilia,Testudines,Cheloniidae,Chelonia,US,PA,,86,,specimens,,S,W
2016,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,FR,MC,XX,,1,carvings,,P,W
2016,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,NZ,TO,,2,,carapaces,,P,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,BB,FR,,,200,specimens,,S,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,FR,TO,,1,,carvings,,P,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,GB,OM,,,122,specimens,,S,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,MX,ES,XX,,4,carvings,,Q,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,PT,ST,,223,,specimens,,S,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,PT,ST,,223,,specimens,,,
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,BM,,10,10,specimens,,S,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,BS,,,200,specimens,,S,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,CR,,150,,specimens,,S,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,FJ,,18,,specimens,,S,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,NI,,273,,eggshell,,S,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,NI,,8,,specimens,,S,W
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,SV,,2539,2539,specimens,,S,W
2016,I,Eretmochelys imbricata imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,PA,,72,,specimens,,S,W
2016,I,Lepidochelys kempii,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,CA,,5,5,specimens,,S,W
2016,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,BE,MV,,4,,live,,Z,W
2016,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,DE,UY,,,50,specimens,,S,W
2016,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,GB,OM,,,14,specimens,,S,W
2016,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,PT,ST,,1629,,specimens,,S,W
2016,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,PT,ST,,1629,,specimens,,,
2016,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,CR,,35,,extract,,S,W
2016,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,CR,,156,,shells,,S,W
2016,I,Lepidochelys olivacea,Reptilia,Testudines,Cheloniidae,Lepidochelys,US,CR,,155,,skin pieces,,S,W
2016,I,Natator depressus,Reptilia,Testudines,Cheloniidae,Natator,US,AU,,47,,specimens,,S,W
2016,I,Ciconia boyciana,Aves,Ciconiiformes,Ciconiidae,Ciconia,KP,CN,,,1,bodies,,E,U
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,UG,SN,,2,leather products (small),,E,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AE,UG,XX,,1,leather products (small),,E,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,AT,NA,,1,1,skins,,H,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,NA,,,1,skulls,,H,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,NA,,,2,trophies,,H,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,NA,,,1,rug,,H,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SA,TR,ZA,,1,garments,,T,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,CH,ZW,26,,leather products (small),,T,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,ES,ZW,1,,skins,,T,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TR,NL,ZW,1,,leather products (small),,T,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UG,AE,SN,2,,leather products (small),,E,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,UG,AE,XX,2,,leather products (small),,E,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,NA,,,1,skins,,H,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,NA,,,2,trophies,,H,W
2016,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ZA,NA,,,1,trophies,,H,W
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KP,CN,,,1,bodies,,E,U
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,MC,FR,XX,1,,leather products (small),,T,U
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TH,FR,SG,1,,leather products (small),,T,W
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,XX,MC,XX,,1,leather products (small),,P,U
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BE,TH,KH,,1,leather products (small),,T,W
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CA,TH,,,1,leather products (small),,T,W
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,TH,KH,,35,leather products (small),,T,W
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,TH,,,176,leather products (small),,T,W
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,TH,KH,,2,leather products (small),,T,W
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,TH,KH,,1,leather products (small),,T,W
2016,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,TH,,,2,leather products (small),,T,W
